account_id,business_name,industry,state,disbursement_date,funding_amount,repayment_term_months,factor_rate,origination_fee,repayment_status,monthly_payment_amount
ACC-0748,Vanguard Eatery,Food & Beverage,TN,2023-09-27,87000,12,1.185,2262.21,On Track,8591.25
ACC-0749,Oakline Grill,Food & Beverage,WY,2024-12-10,105500,18,1.293,2162.28,Late,7578.42
ACC-0750,Northwind Dry Goods,Retail,CO,2023-05-08,62000,9,1.327,1624.04,On Track,9141.56
ACC-0751,Cascade Trucking,Logistics,OK,2023-10-03,50000,12,1.194,843.11,Paid Off,4975.0
ACC-0752,Granite Dry Goods,Retail,ID,2023-06-10,68500,9,1.28,1368.44,Late,9742.22
ACC-0753,Trailhead Boutique,Retail,GA,2024-06-16,11500,12,1.235,296.08,On Track,1183.54
ACC-0754,Midtown Trucking,Logistics,SC,2023-12-06,65000,6,1.186,1585.04,On Track,12848.33
ACC-0755,Downtown Fulfillment,E-Commerce,AR,2024-03-09,51500,9,1.304,1419.24,On Track,7461.78
ACC-0756,Lakeside Family Dental,Healthcare,TX,2024-11-20,53500,9,1.2,840.1,Defaulted,7133.33
ACC-0757,Pine Hollow Builders,Construction,RI,2024-01-16,81000,9,1.327,1426.89,Defaulted,11943.0
ACC-0758,Northwind Family Dental,Healthcare,WY,2024-06-20,53000,9,1.201,833.55,On Track,7072.56
ACC-0759,Harbor Emporium,Retail,ND,2023-03-13,29500,12,1.367,527.51,Late,3360.54
ACC-0760,Mainline Remodeling,Construction,UT,2023-06-07,51000,9,1.209,768.28,On Track,6851.0
ACC-0761,Harbor Kitchen,Food & Beverage,CO,2024-11-23,57000,12,1.419,1286.1,On Track,6740.25
ACC-0762,Midtown DTC,E-Commerce,VT,2024-09-20,58500,6,1.158,1341.1,Paid Off,11290.5
ACC-0763,Compass Express,Logistics,FL,2024-04-25,60000,12,1.307,1492.1,On Track,6535.0
ACC-0764,Urban Trucking,Logistics,KS,2023-10-04,97500,12,1.246,2025.43,On Track,10123.75
ACC-0765,Blue River Wellness Clinic,Healthcare,CT,2023-05-27,30500,9,1.218,458.97,Late,4127.67
ACC-0766,Evergreen Excavation,Construction,MA,2024-09-14,60500,12,1.291,1519.06,On Track,6508.79
ACC-0767,Cascade Commerce Co.,E-Commerce,PA,2024-07-28,112000,18,1.403,1771.21,Paid Off,8729.78
ACC-0768,Willow Vision Center,Healthcare,IN,2023-06-26,21000,12,1.425,587.84,On Track,2493.75
ACC-0769,Rocky Peak Dry Goods,Retail,TN,2024-03-07,60500,9,1.241,928.06,On Track,8342.28
ACC-0770,Ironclad Family Dental,Healthcare,NM,2024-03-28,40000,9,1.196,918.29,On Track,5315.56
ACC-0771,Sunrise Shop,E-Commerce,NY,2023-12-16,45000,12,1.366,1279.07,Defaulted,5122.5
ACC-0772,Willow Logistics Group,Logistics,WA,2024-11-08,33500,9,1.325,790.18,On Track,4931.94
ACC-0773,Sapphire Mercantile,Retail,MI,2023-04-01,50000,12,1.21,1206.31,On Track,5041.67
ACC-0774,Midtown Remodeling,Construction,LA,2023-07-08,151500,9,1.378,3821.46,Paid Off,23196.33
ACC-0775,Redwood Dispatch,Logistics,WY,2023-03-11,27500,12,1.306,462.99,Defaulted,2992.92
ACC-0776,Cedar Grove Logistics Group,Logistics,NV,2024-05-21,29000,6,1.346,728.59,Defaulted,6505.67
ACC-0777,Vanguard Chiropractic,Healthcare,NM,2024-04-15,27000,6,1.258,761.54,Paid Off,5661.0
ACC-0778,Downtown Trading Co.,Retail,IA,2024-12-22,142000,18,1.282,4205.09,On Track,10113.56
ACC-0779,Prairie Bistro,Food & Beverage,HI,2024-02-01,42500,18,1.204,919.95,Paid Off,2842.78
ACC-0780,Brookstone Transport,Logistics,FL,2023-04-21,54000,18,1.377,1089.05,Late,4131.0
ACC-0781,Heritage Logistics Group,Logistics,ID,2023-11-26,44000,18,1.197,1157.18,Late,2926.0
ACC-0782,New Day Digital,E-Commerce,GA,2023-03-06,32500,9,1.383,752.15,Late,4994.17
ACC-0783,Compass Boutique,Retail,PA,2024-05-05,48500,9,1.389,914.69,On Track,7485.17
ACC-0784,Midtown Outfitters,Retail,AZ,2024-05-07,212500,6,1.374,3736.25,On Track,48662.5
ACC-0785,Oakline Wellness Clinic,Healthcare,NY,2024-09-18,118500,12,1.156,2080.08,Paid Off,11415.5
ACC-0786,Ironclad Commerce Co.,E-Commerce,WV,2023-09-06,34500,9,1.232,755.12,On Track,4722.67
ACC-0787,Evergreen Trading Co.,Retail,RI,2023-08-15,78500,18,1.291,1377.82,On Track,5630.19
ACC-0788,Patriot Carpentry,Construction,MA,2023-02-22,35000,6,1.329,535.35,On Track,7752.5
ACC-0789,Mainline Digital,E-Commerce,AZ,2023-10-31,20500,6,1.426,323.52,Paid Off,4872.17
ACC-0790,Crossroads Goods,Retail,TN,2023-12-14,96500,9,1.263,2793.51,Late,13542.17
ACC-0791,Oakline Emporium,Retail,AL,2024-07-05,104000,6,1.413,1673.82,Late,24492.0
ACC-0792,Trailhead Urgent Care,Healthcare,OH,2024-07-05,98000,9,1.199,1577.58,Late,13055.78
ACC-0793,Silver Creek Excavation,Construction,ND,2023-04-13,42500,12,1.261,925.13,Late,4466.04
ACC-0794,Old Town Carpentry,Construction,GA,2023-07-28,50000,9,1.166,933.83,Paid Off,6477.78
ACC-0795,Old Town Home Health,Healthcare,OR,2024-01-09,83000,12,1.373,2443.55,On Track,9496.58
ACC-0796,Rocky Peak Cafe,Food & Beverage,FL,2023-09-02,68000,18,1.195,1949.21,Paid Off,4514.44
ACC-0797,Emerald Transport,Logistics,ID,2023-01-19,44500,12,1.227,937.67,On Track,4550.13
ACC-0798,Lone Star Pediatrics,Healthcare,SD,2024-09-10,22500,12,1.383,488.95,On Track,2593.12
ACC-0799,Old Town Bistro,Food & Beverage,WI,2024-06-18,58500,9,1.31,1206.66,On Track,8515.0
ACC-0800,Golden State Medical Group,Healthcare,IN,2024-01-16,99500,6,1.154,1549.02,Late,19137.17
